name,division,class_name,order_name,family,sub_family,tribe,genus,authority
montana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a7419
mutata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a7627
nana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a7671
nodulosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a7864
obtusa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8034
ovata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8294
pallens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8360
palustris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8416
parishii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8512
parvula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8594
pauciflora,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8628
philippinensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8855
plana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a8975
pusilla,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a9561
retroflexa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a9909
reznicekii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a9935
robbinsii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a10025
rostellata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a10089
sphacelata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a10933
spiralis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a11017
subarticulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a11293
tetraquetra,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a11682
tuberculosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12008
uniglumis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12125
vivipara,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12507
wichurae,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12601
wichurai,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12602
wolfii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12642
xyridiformis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12678
yecorensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eleocharis,a12684
angustifolium,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eriophorum,a564
gracile,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eriophorum,a4917
spissum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eriophorum,a11021
virginicum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eriophorum,a12441
viridi-carinatum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Eriophorum,a12448
aristata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Evandra,a789
sclerioides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Exocarya,a10470
scleroides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Exocarya,a10473
bracteata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a1614
capillaris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a2048
deusta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a3355
ecklonii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a3718
fascicularis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a4151
filiformis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a4260
indica,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a5650
ixioides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a5809
nigricans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a7783
nodosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a7857
paradoxa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a8496
tenuifolia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a11558
unicuspidatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a12117
zeyheri,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ficinia,a12702
acicularis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a48
acuminata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a104
aestivalis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a209
annua,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a592
aphylla,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a646
argentea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a758
arnhemensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a815
arthrostyloides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a834
autumnalis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a1181
bahiensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a1229
bisumbellata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a1499
caloptera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a1879
camplanata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a1942
cardiocarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a2089
cephalophora,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a2204
cinnamometorum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a2397
compacta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a2562
complanata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a2572
composita,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a2581
cymosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a3103
densa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a3271
denudata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a3330
depauperata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a3335
dichotoma,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a3379
dipsacea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a3491
ferruginea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a4201
fimbristyloides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a4295
furva,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a4613
fusca,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a4614
hispidula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a5382
lanceolata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a6090
laxiglumis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a6285
leucocolea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a6414
littoralis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a6574
longiculmis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a6613
macrantha,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a6817
microcarya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a7185
miliacea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a7244
minuta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a7291
neilsonii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a7707
nuda,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a7917
nutans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a7951
oxystachya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8329
pachyptera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8344
pallida,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8368
pauciflora,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8629
pauciflora?,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8643
phaeoleuca,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8847
pilifera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a8901
polytrichoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a9135
pterygosperma,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a9378
punctata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a9488
quinquangularis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a9662
rara,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a9766
recta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a9779
schoenoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10452
schultzii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10457
sericea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10587
signata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10749
simplex,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10779
spadicea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10869
spathacea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10883
sphaerocephala,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a10950
squarrosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11058
squarrulosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11070
stenostachya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11119
subaristata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11291
tetragona,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11657
thermalis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11703
trigastrocarya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11923
tristachya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a11971
vahlii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a12182
variegata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a12211
velata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a12223
xyridis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbristylis,a12679
dichotoma,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fimbrystylis,a3380
arenosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a750
breviseta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a1695
ciliaris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a2345
hirsuta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a5335
incrassata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a5636
robusta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a10036
scirpoidea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a10465
squarrosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a11059
umbellata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a12057
uncinata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Fuirena,a12089
ancistrophylla,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a503
aspera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a894
clarkei,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a2432
deusta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a3356
erythrocarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a3984
filifolia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a4247
filum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a4280
gahniaeformis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a4627
grandis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a5036
hystrix,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a5551
insignis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a5715
lanigera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a6132
melanocarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a7099
microstachya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a7236
psittacorum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a9363
radula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a9714
sclerioides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a10471
sieberana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a10734
sieberiana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a10745
subaequiglumis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a11284
trifida,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a11901
vitiensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gahnia,a12496
anceps,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gymnoschoenus,a497
sphaerocephalus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Gymnoschoenus,a10951
uniglumis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Heleocharis,a12126
membranacea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Hellmuthia,a7120
compactum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Hypolytrum,a2567
nemorum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Hypolytrum,a7719
pulchrum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Hypolytrum,a9448
rigens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Hypolytrum,a9979
rigens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Hypolytum,a9980
aucklandica,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a972
australiensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a1081
cernua,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a2219
congrua,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a2650
crassiuscula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a2858
fluitans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a4425
gaudichaudiana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a4648
habra,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a5144
hookeriana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a5427
humillima,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a5495
inundata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a5767
marginata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a6958
montivaga,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a7461
natans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a7690
nodosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a7858
nodosus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a7862
platycarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a8998
producta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a9273
prolifera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a9279
setiformis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a10691
subtilissima,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a11364
victoriensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepis,a12347
alpina,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepsis,a365
producta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Isolepsis,a9274
bellardii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kobresia,a1350
simpliciuscula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kobresia,a10795
brevifolia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllinga,a1660
brevifolioides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllinga,a1672
gracillima,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllinga,a4962
nemoralis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllinga,a7715
odorata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllinga,a8114
pumila,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllinga,a9464
brevifolia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Kyllingia,a1661
rigidus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lagenocarpus,a10008
velutinus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lagenocarpus,a12242
verticillatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lagenocarpus,a12316
amantiferrum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a416
avium,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a1194
bungalbin,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a1775
carphoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a2127
clipeicola,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a2453
concavum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a2594
congestum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a2646
curtisiae,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a3041
diurnum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a3559
elatius,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a3767
ensiforme,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a3871
evansianum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4045
exaltatum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4057
ferricola,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4199
ferriculmen,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4200
filiforme,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4257
flexuosum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4380
gahnioides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4628
gibsonii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4702
gladiatum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a4779
gunnii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a5118
inops,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a5711
latens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a6183
laterale,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a6184
limicola,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a6464
lineare,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a6484
longitudinale,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a6689
neesii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a7696
nessii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a7761
oldfieldii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a8151
pubisquameum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a9417
quadrangulatum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a9610
semiteres,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a10566
sharpeana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a10710
squamatum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a11042
tenue,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a11541
tetraquetrum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a11683
tortuosum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a11810
tuberculatum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a12006
urophorum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a12141
viscidum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepidosperma,a12473
articulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lepironia,a838
aristulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lipocarpha,a799
maculata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lipocarpha,a6871
micrantha,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lipocarpha,a7158
microcephala,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Lipocarpha,a7187
acuta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Machaerina,a134
huttonii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Machaerina,a5501
insularis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Machaerina,a5723
juncea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Machaerina,a5893
rubiginosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Machaerina,a10148
sinclairii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Machaerina,a10802
hexandrum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Macrochaetium,a5303
macrocephala,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Mapania,a6838
graciliceps,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Mesomelaena,a4925
preissii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Mesomelaena,a9219
stygia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Mesomelaena,a11260
tetragona,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Mesomelaena,a11658
squamosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Microdracoides,a11050
punctoria,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Neesenbeckia,a9499
distichus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Oreobolus,a3553
obtusangulus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Oreobolus,a8044
oligocephalus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Oreobolus,a8177
pumilio,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Oreobolus,a9479
strictus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Oreobolus,a11234
cubense,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Oxycaryum,a2942
parvibractea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Paramapania,a8522
stricta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pleurostachys,a11208
urvillei,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pleurostachys,a12146
nitens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Psilocarya,a7801
deustum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ptilanthelium,a3358
deusta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ptilothrix,a3357
deustum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Ptilothrix,a3359
flavidus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a4358
polystachos,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a9121
polystachyos,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a9126
pumilis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a9482
pumilus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a9485
sanguinolentus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a10329
unioloides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Pycreus,a12131
spathacea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Reedia,a10884
affinis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a226
alba,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a275
albiceps,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a296
barbata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a1282
barrosiana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a1304
breviuscula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a1699
brownii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a1726
capitellata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2070
carrillensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2130
cephalotes,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2206
chalarocephala,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2238
chinensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2301
ciliaris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2346
colorata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2532
comata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2540
contracta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2691
corymbosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a2794
curvula,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a3056
divergens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a3579
elatior,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a3760
emaciata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a3845
